Timestamp,Milliseconds,X,Y,Z
2018-09-15 19:27:28,3782,22.107285,3.0939178,-18.853058
2018-09-15 19:27:28,3793,21.585648,3.7471619,-22.99263
2018-09-15 19:27:28,3802,18.707092,6.049057,-24.976288
2018-09-15 19:27:28,3812,16.694717,6.2237244,-24.160324
2018-09-15 19:27:28,3822,10.858627,4.3908234,-16.60379
2018-09-15 19:27:28,3833,7.3938293,3.345169,-12.069397
2018-09-15 19:27:28,3842,2.7493591,2.074585,-6.2165527
2018-09-15 19:27:28,3852,-6.558731,3.2638092,10.298706
2018-09-15 19:27:28,3863,-7.779068,0.7848511,14.206192
2018-09-15 19:27:28,3872,-9.080765,0.35653687,21.121445
2018-09-15 19:27:28,3882,-6.16391,1.036087,21.645477
2018-09-15 19:27:28,3892,-1.5840454,1.7204437,18.144775
2018-09-15 19:27:28,3902,9.183655,2.4502563,6.5036926
2018-09-15 19:27:28,3913,13.411774,3.2853394,0.624527
2018-09-15 19:27:28,3922,15.804596,4.553543,-5.6351013
2018-09-15 19:27:28,3932,19.66661,3.3882294,-12.526428
2018-09-15 19:27:28,3942,22.399216,1.9118652,-18.618546
2018-09-15 19:27:28,3953,21.78186,3.5389862,-24.193832
2018-09-15 19:27:28,3962,19.427322,4.902893,-26.17987
2018-09-15 19:27:28,3972,15.1992035,5.374283,-24.430725
2018-09-15 19:27:28,3982,10.662415,2.9694977,-17.52742
2018-09-15 19:27:28,3992,8.303101,1.524231,-13.373489
2018-09-15 19:27:28,4003,-0.64367676,-1.6701965,-0.69869995
2018-09-15 19:27:28,4012,-3.007782,-2.280365,2.9431763
2018-09-15 19:27:28,4022,-8.353348,-1.8065796,21.887146
2018-09-15 19:27:28,4032,-7.405792,0.31585693,24.631714
2018-09-15 19:27:28,4042,-1.414154,0.026321411,21.343979
2018-09-15 19:27:28,4053,4.3453674,-0.095718384,17.005798
2018-09-15 19:27:28,4062,10.329819,1.0217285,10.980667
2018-09-15 19:27:28,4072,17.319244,3.9625092,-0.32781982
2018-09-15 19:27:28,4083,16.833511,4.6636047,-5.7547455
2018-09-15 19:27:28,4092,19.336395,4.2831573,-10.066605
2018-09-15 19:27:28,4102,21.387054,3.5437775,-14.050659
2018-09-15 19:27:28,4112,20.982666,3.7519531,-17.642288
2018-09-15 19:27:28,4122,17.190033,4.3788605,-22.083359
2018-09-15 19:27:28,4133,14.072189,4.197006,-20.295929
2018-09-15 19:27:28,4142,11.514267,3.2231293,-16.46022
2018-09-15 19:27:29,4152,8.324631,0.61735535,-9.858429
2018-09-15 19:27:29,4162,5.271393,-1.5984039,-2.8953094
2018-09-15 19:27:29,4173,-2.6967163,0.124420166,9.96611
2018-09-15 19:27:29,4182,-9.808182,3.0867462,18.544373
2018-09-15 19:27:29,4192,-9.98764,-3.2087708,22.695923
2018-09-15 19:27:29,4202,-5.4795685,-3.9098663,22.224533
2018-09-15 19:27:29,4212,0.28234863,-0.87815857,17.249863
